index,age_range,bmi_grade,gender,ability,sports_step,recommend_rank,ex_recommend,video_url,space
1046,2,2,0,1,2,2,연속 사이드 스쿼트,https://www.youtube.com/watch?v=n2lX8Dz__PU,0
1047,2,2,0,1,2,3,앉았다 일어서기,https://www.youtube.com/watch?v=3ndW3_is8_o,0
1048,2,2,0,1,2,4,앞굽이 앉았다 일어서기,https://www.youtube.com/watch?v=rgKPttoiNJs,0
1049,2,2,0,1,2,5,달리기,https://www.youtube.com/watch?v=fmtLoxbuflw,1
1050,2,2,0,2,1,1,윗몸 올리기,https://www.youtube.com/watch?v=Ch_KCMrLOKs,0
1051,2,2,0,2,1,2,엎드려 버티기,https://www.youtube.com/watch?v=wCUWN9pYWHs,0
1052,2,2,0,2,1,3,턱걸이,https://www.youtube.com/watch?v=wQcyTdAe3y0,0
1053,2,2,0,2,1,4,한발 앞으로 내밀고 앉았다 일어서기,https://www.youtube.com/watch?v=szyKFpBZ1_4,0
1054,2,2,0,2,1,5,앉아서 당겨 내리기,https://www.youtube.com/watch?v=i6xX-W_HD9M,0
1055,2,2,0,2,0,1,유산소 운동 전 동적 루틴 스트레칭,https://www.youtube.com/watch?v=ul0Vbv7uiHE,0
1056,2,2,0,2,0,2,런지하며 상체 비틀기,https://www.youtube.com/watch?v=bOM-pdr24kE,0
1057,2,2,0,2,0,3,누워서 다리 들어올리기,https://www.youtube.com/watch?v=-LLOH8DA8no,0
1058,2,2,0,2,0,4,한 발 뒤로 들어올리기,https://www.youtube.com/watch?v=kz5XRTGXDbM,0
1059,2,2,0,2,0,5,네발기기 자세로 팔 다리 들기,https://www.youtube.com/watch?v=N6Zvq4CiQhU,0
1060,2,2,0,2,2,1,자가근막이완술 루틴 스트레칭,https://www.youtube.com/watch?v=RyocWLWoRP0,0
1061,2,2,0,2,2,2,연속 사이드 스쿼트,https://www.youtube.com/watch?v=n2lX8Dz__PU,0
1062,2,2,0,2,2,3,앉았다 일어서기,https://www.youtube.com/watch?v=3ndW3_is8_o,0
1063,2,2,0,2,2,4,앞굽이 앉았다 일어서기,https://www.youtube.com/watch?v=rgKPttoiNJs,0
1064,2,2,0,2,2,5,달리기,https://www.youtube.com/watch?v=fmtLoxbuflw,1
1065,2,2,0,3,1,1,엎드려 버티기,https://www.youtube.com/watch?v=wCUWN9pYWHs,0
1066,2,2,0,3,1,2,달리기,https://www.youtube.com/watch?v=fmtLoxbuflw,1
1067,2,2,0,3,1,3,윗몸 올리기,https://www.youtube.com/watch?v=Ch_KCMrLOKs,0
1068,2,2,0,3,1,4,한발 앞으로 내밀고 앉았다 일어서기,https://www.youtube.com/watch?v=szyKFpBZ1_4,0
1069,2,2,0,3,1,5,턱걸이,https://www.youtube.com/watch?v=wQcyTdAe3y0,0
1070,2,2,0,3,0,1,유산소 운동 전 동적 루틴 스트레칭,https://www.youtube.com/watch?v=ul0Vbv7uiHE,0
1071,2,2,0,3,0,2,넙다리 뒤쪽 스트레칭,https://www.youtube.com/watch?v=ostPgJJAAoE,0
1072,2,2,0,3,0,3,짐볼에 엎드려서 팔 다리 들기,https://www.youtube.com/watch?v=FzxWC-OzyTw,0
1073,2,2,0,3,0,4,누워서 다리 들어올리기,https://www.youtube.com/watch?v=-LLOH8DA8no,0
1074,2,2,0,3,0,5,윗몸 말아 올리기,https://www.youtube.com/watch?v=nyks6HqG8G4,0
1075,2,2,0,3,2,1,자가근막이완술 루틴 스트레칭,https://www.youtube.com/watch?v=RyocWLWoRP0,0
1076,2,2,0,3,2,2,앞굽이 앉았다 일어서기,https://www.youtube.com/watch?v=rgKPttoiNJs,0
1077,2,2,0,3,2,3,연속 사이드 스쿼트,https://www.youtube.com/watch?v=n2lX8Dz__PU,0
1078,2,2,0,3,2,4,앉았다 일어서기,https://www.youtube.com/watch?v=3ndW3_is8_o,0
1079,2,2,0,3,2,5,계단 두 칸씩 두발 뛰기,https://www.youtube.com/watch?v=7nBsd3WpMxA,0
1080,2,3,1,0,1,1,엎드려 버티기,https://www.youtube.com/watch?v=wCUWN9pYWHs,0
1081,2,3,1,0,1,2,실외 자전거타기,https://www.youtube.com/watch?v=o9w8lVE5lWs,1
1082,2,3,1,0,1,3,네발기기 자세로 팔 다리 들기,https://www.youtube.com/watch?v=N6Zvq4CiQhU,0
1083,2,3,1,0,1,4,소파를 이용한 윗몸 올리기,https://www.youtube.com/watch?v=4oEQWLBxA0Y,0
1084,2,3,1,0,1,5,엎드려서 팔 다리 들기,https://www.youtube.com/watch?v=wz6Ju0mEu2c,0
1085,2,3,1,0,0,1,유산소 운동 전 동적 루틴 스트레칭,https://www.youtube.com/watch?v=ul0Vbv7uiHE,0
1086,2,3,1,0,0,2,짐볼 앉기 평형성 운동 루틴 프로그램,https://www.youtube.com/watch?v=1CTWSroJe3g,0
1087,2,3,1,0,0,3,탄력밴드 걸고 서기 평형성 운동 루틴 프로그램,https://www.youtube.com/watch?v=O_A6NiCY-uo,0
1088,2,3,1,0,0,4,짐볼에 엎드려서 팔 다리 들기,https://www.youtube.com/watch?v=FzxWC-OzyTw,0
1089,2,3,1,0,0,5,엎드려서 팔 다리 들기,https://www.youtube.com/watch?v=wz6Ju0mEu2c,0
1090,2,3,1,0,2,1,자가근막이완술 루틴 스트레칭,https://www.youtube.com/watch?v=RyocWLWoRP0,0
1091,2,3,1,0,2,2,등/어깨 뒤쪽 스트레칭,https://www.youtube.com/watch?v=tmZ87GjdId4,0
1092,2,3,1,0,2,3,작은 공을 이용한 동적 루틴 스트레칭,https://www.youtube.com/watch?v=2oE97tmKR7k,0
1093,2,3,1,0,2,4,수영,https://www.youtube.com/watch?v=Q9wCecncxAI,0
1094,2,3,1,0,2,5,옆구리 스트레칭,https://www.youtube.com/watch?v=1KXZCl1e5gY,0
1095,2,3,1,1,1,1,버피 운동,https://www.youtube.com/watch?v=Xp2UdgJ93_Q,0
1096,2,3,1,1,1,2,엎드려 버티기,https://www.youtube.com/watch?v=wCUWN9pYWHs,0
1097,2,3,1,1,1,3,앉아서 다리 펴기,https://www.youtube.com/watch?v=wXuoCjq_WAE,0
1098,2,3,1,1,1,4,앉았다 일어서면서 점프하기,https://www.youtube.com/watch?v=uXanhxl2GM8,0
1099,2,3,1,1,1,5,앉아서 다리 밀기,https://www.youtube.com/watch?v=S6jlISZMmAs,0
1100,2,3,1,1,0,1,유산소 운동 전 동적 루틴 스트레칭,https://www.youtube.com/watch?v=ul0Vbv7uiHE,0
1101,2,3,1,1,0,2,네발기기 자세로 팔 다리 들기,https://www.youtube.com/watch?v=N6Zvq4CiQhU,0
1102,2,3,1,1,0,3,짐볼을 이용한 동적 루틴 스트레칭,https://www.youtube.com/watch?v=8UpZdbYtgms,0
1103,2,3,1,1,0,4,전신 루틴 스트레칭,https://www.youtube.com/watch?v=xzCoOyOTgpc,0
1104,2,3,1,1,0,5,서서 균형잡기,https://www.youtube.com/watch?v=Oxf4FC1VgH0,0
1105,2,3,1,1,2,1,자가근막이완술 루틴 스트레칭,https://www.youtube.com/watch?v=RyocWLWoRP0,0
1106,2,3,1,1,2,2,누워서 엉덩이 들어올리기,https://www.youtube.com/watch?v=DeKWQmqn5gs,0
1107,2,3,1,1,2,3,달리기,https://www.youtube.com/watch?v=fmtLoxbuflw,1
1108,2,3,1,1,2,4,계단 뛰어 오르기,https://www.youtube.com/watch?v=U-x4nDdbz_g,0
1109,2,3,1,1,2,5,앞굽이 앉았다 일어서기,https://www.youtube.com/watch?v=rgKPttoiNJs,0
1110,2,3,1,2,1,1,엎드려 버티기,https://www.youtube.com/watch?v=wCUWN9pYWHs,0
1111,2,3,1,2,1,2,무릎 높여 제자리 달리기,https://www.youtube.com/watch?v=VZx4Ynp2aT0,0
1112,2,3,1,2,1,3,한발 앞으로 내밀고 앉았다 일어서기,https://www.youtube.com/watch?v=szyKFpBZ1_4,0
1113,2,3,1,2,1,4,앉았다 일어서기,https://www.youtube.com/watch?v=3ndW3_is8_o,0
1114,2,3,1,2,1,5,벽에서 팔 굽혀 펴기,https://www.youtube.com/watch?v=TPjapSPX1OA,0
1115,2,3,1,2,0,1,유산소 운동 전 동적 루틴 스트레칭,https://www.youtube.com/watch?v=ul0Vbv7uiHE,0
1116,2,3,1,2,0,2,네발기기 자세로 팔 다리 들기,https://www.youtube.com/watch?v=N6Zvq4CiQhU,0
1117,2,3,1,2,0,3,전신 루틴 스트레칭,https://www.youtube.com/watch?v=xzCoOyOTgpc,0
1118,2,3,1,2,0,4,짐볼을 이용한 동적 루틴 스트레칭,https://www.youtube.com/watch?v=8UpZdbYtgms,0
1119,2,3,1,2,0,5,짐볼에 엎드려서 팔 다리 들기,https://www.youtube.com/watch?v=FzxWC-OzyTw,0
1120,2,3,1,2,2,1,자가근막이완술 루틴 스트레칭,https://www.youtube.com/watch?v=RyocWLWoRP0,0
1121,2,3,1,2,2,2,뒤꿈치 높이들어 뛰기,https://www.youtube.com/watch?v=3974cYTQiJk,1
1122,2,3,1,2,2,3,골반 스트레칭2,https://www.youtube.com/watch?v=eBph0cuvMt8,0
1123,2,3,1,2,2,4,달리기,https://www.youtube.com/watch?v=fmtLoxbuflw,1
1124,2,3,1,2,2,5,몸통 앞으로 굽혀 걷기,https://www.youtube.com/watch?v=rJ4D69MIZ5s,0
1125,2,3,1,3,1,1,엎드려 버티기,https://www.youtube.com/watch?v=wCUWN9pYWHs,0
1126,2,3,1,3,1,2,한발 앞으로 내밀고 앉았다 일어서기,https://www.youtube.com/watch?v=szyKFpBZ1_4,0
1127,2,3,1,3,1,3,수영,https://www.youtube.com/watch?v=Q9wCecncxAI,0
1128,2,3,1,3,1,4,서서 상체 일으키기,https://www.youtube.com/watch?v=QXbUTYL5Fy4,0
1129,2,3,1,3,1,5,팔 굽혀 펴기,https://www.youtube.com/watch?v=sMg6GG14m10,0
1130,2,3,1,3,0,1,유산소 운동 전 동적 루틴 스트레칭,https://www.youtube.com/watch?v=ul0Vbv7uiHE,0
1131,2,3,1,3,0,2,전신 루틴 스트레칭,https://www.youtube.com/watch?v=xzCoOyOTgpc,0
1132,2,3,1,3,0,3,짐볼에 엎드려서 팔 다리 들기,https://www.youtube.com/watch?v=FzxWC-OzyTw,0
1133,2,3,1,3,0,4,네발기기 자세로 팔 다리 들기,https://www.youtube.com/watch?v=N6Zvq4CiQhU,0
1134,2,3,1,3,0,5,짐볼에 엎드려서 몸통 젖히기,https://www.youtube.com/watch?v=YJ7f2VhN2kU,0
1135,2,3,1,3,2,1,자가근막이완술 루틴 스트레칭,https://www.youtube.com/watch?v=RyocWLWoRP0,0
1136,2,3,1,3,2,2,작은 공을 이용한 동적 루틴 스트레칭,https://www.youtube.com/watch?v=2oE97tmKR7k,0
1137,2,3,1,3,2,3,계단 두 칸씩 두발 뛰기,https://www.youtube.com/watch?v=7nBsd3WpMxA,0
1138,2,3,1,3,2,4,뒤꿈치 높이들어 뛰기,https://www.youtube.com/watch?v=3974cYTQiJk,1
1139,2,3,1,3,2,5,등/어깨 뒤쪽 스트레칭,https://www.youtube.com/watch?v=tmZ87GjdId4,0
1140,2,3,0,0,1,1,엎드려 버티기,https://www.youtube.com/watch?v=wCUWN9pYWHs,0
1141,2,3,0,0,1,2,턱걸이,https://www.youtube.com/watch?v=wQcyTdAe3y0,0
1142,2,3,0,0,1,3,한발 앞으로 내밀고 앉았다 일어서기,https://www.youtube.com/watch?v=szyKFpBZ1_4,0
1143,2,3,0,0,1,4,앉았다 일어서기,https://www.youtube.com/watch?v=3ndW3_is8_o,0
1144,2,3,0,0,1,5,소파를 이용한 윗몸 올리기,https://www.youtube.com/watch?v=4oEQWLBxA0Y,0
1145,2,3,0,0,0,1,유산소 운동 전 동적 루틴 스트레칭,https://www.youtube.com/watch?v=ul0Vbv7uiHE,0
1146,2,3,0,0,0,2,탄력밴드 걸고 서기 평형성 운동 루틴 프로그램,https://www.youtube.com/watch?v=O_A6NiCY-uo,0
1147,2,3,0,0,0,3,짐볼 앉기 평형성 운동 루틴 프로그램,https://www.youtube.com/watch?v=1CTWSroJe3g,0
1148,2,3,0,0,0,4,베개 밟고 서기 루틴 프로그램,https://www.youtube.com/watch?v=mq-HZTkqEr4,0
1149,2,3,0,0,0,5,짐볼에 엎드려서 팔 다리 들기,https://www.youtube.com/watch?v=FzxWC-OzyTw,0
1150,2,3,0,0,2,1,자가근막이완술 루틴 스트레칭,https://www.youtube.com/watch?v=RyocWLWoRP0,0
1151,2,3,0,0,2,2,시소우,https://www.youtube.com/watch?v=bGoseV7XdYg,0
1152,2,3,0,0,2,3,작은 공을 이용한 동적 루틴 스트레칭,https://www.youtube.com/watch?v=2oE97tmKR7k,0
1153,2,3,0,0,2,4,뒤꿈치 높이들어 뛰기,https://www.youtube.com/watch?v=3974cYTQiJk,1
1154,2,3,0,0,2,5,등/어깨 뒤쪽 스트레칭,https://www.youtube.com/watch?v=tmZ87GjdId4,0
1155,2,3,0,1,1,1,버피 운동,https://www.youtube.com/watch?v=Xp2UdgJ93_Q,0
1156,2,3,0,1,1,2,앉아서 다리 펴기,https://www.youtube.com/watch?v=wXuoCjq_WAE,0
1157,2,3,0,1,1,3,앉아서 다리 밀기,https://www.youtube.com/watch?v=S6jlISZMmAs,0
1158,2,3,0,1,1,4,앉아서 당겨 내리기,https://www.youtube.com/watch?v=i6xX-W_HD9M,0
1159,2,3,0,1,1,5,엎드려 버티기,https://www.youtube.com/watch?v=wCUWN9pYWHs,0
1160,2,3,0,1,0,1,유산소 운동 전 동적 루틴 스트레칭,https://www.youtube.com/watch?v=ul0Vbv7uiHE,0
1161,2,3,0,1,0,2,앉았다 일어서면서 점프하기,https://www.youtube.com/watch?v=uXanhxl2GM8,0
1162,2,3,0,1,0,3,네발기기 자세로 팔 다리 들기,https://www.youtube.com/watch?v=N6Zvq4CiQhU,0
1163,2,3,0,1,0,4,짐볼을 이용한 동적 루틴 스트레칭,https://www.youtube.com/watch?v=8UpZdbYtgms,0
1164,2,3,0,1,0,5,누워서 다리 들어올리기,https://www.youtube.com/watch?v=-LLOH8DA8no,0
1165,2,3,0,1,2,1,자가근막이완술 루틴 스트레칭,https://www.youtube.com/watch?v=RyocWLWoRP0,0
1166,2,3,0,1,2,2,연속 사이드 스쿼트,https://www.youtube.com/watch?v=n2lX8Dz__PU,0
1167,2,3,0,1,2,3,앞굽이 앉았다 일어서기,https://www.youtube.com/watch?v=rgKPttoiNJs,0
1168,2,3,0,1,2,4,앉았다 일어서기,https://www.youtube.com/watch?v=3ndW3_is8_o,0
1169,2,3,0,1,2,5,달리기,https://www.youtube.com/watch?v=fmtLoxbuflw,1
1170,2,3,0,2,1,1,엎드려 버티기,https://www.youtube.com/watch?v=wCUWN9pYWHs,0
1171,2,3,0,2,1,2,턱걸이,https://www.youtube.com/watch?v=wQcyTdAe3y0,0
1172,2,3,0,2,1,3,한발 앞으로 내밀고 앉았다 일어서기,https://www.youtube.com/watch?v=szyKFpBZ1_4,0
1173,2,3,0,2,1,4,앉아서 당겨 내리기,https://www.youtube.com/watch?v=i6xX-W_HD9M,0
1174,2,3,0,2,1,5,앉아서 다리 밀기,https://www.youtube.com/watch?v=S6jlISZMmAs,0
1175,2,3,0,2,0,1,유산소 운동 전 동적 루틴 스트레칭,https://www.youtube.com/watch?v=ul0Vbv7uiHE,0
1176,2,3,0,2,0,2,네발기기 자세로 팔 다리 들기,https://www.youtube.com/watch?v=N6Zvq4CiQhU,0
1177,2,3,0,2,0,3,짐볼에 엎드려서 팔 다리 들기,https://www.youtube.com/watch?v=FzxWC-OzyTw,0
1178,2,3,0,2,0,4,점프 팔 굽혀 펴기,https://www.youtube.com/watch?v=e5gXZ2Ks9Jo,0
1179,2,3,0,2,0,5,짐볼에 엎드려서 몸통 젖히기,https://www.youtube.com/watch?v=YJ7f2VhN2kU,0
1180,2,3,0,2,2,1,자가근막이완술 루틴 스트레칭,https://www.youtube.com/watch?v=RyocWLWoRP0,0
1181,2,3,0,2,2,2,앞굽이 앉았다 일어서기,https://www.youtube.com/watch?v=rgKPttoiNJs,0
1182,2,3,0,2,2,3,연속 사이드 스쿼트,https://www.youtube.com/watch?v=n2lX8Dz__PU,0
1183,2,3,0,2,2,4,앉았다 일어서기,https://www.youtube.com/watch?v=3ndW3_is8_o,0
1184,2,3,0,2,2,5,뒤꿈치 높이들어 뛰기,https://www.youtube.com/watch?v=3974cYTQiJk,1
1185,2,3,0,3,1,1,달리기,https://www.youtube.com/watch?v=fmtLoxbuflw,1
1186,2,3,0,3,1,2,엎드려 버티기,https://www.youtube.com/watch?v=wCUWN9pYWHs,0
1187,2,3,0,3,1,3,턱걸이,https://www.youtube.com/watch?v=wQcyTdAe3y0,0
1188,2,3,0,3,1,4,앉았다 일어서기,https://www.youtube.com/watch?v=3ndW3_is8_o,0
1189,2,3,0,3,1,5,한발 앞으로 내밀고 앉았다 일어서기,https://www.youtube.com/watch?v=szyKFpBZ1_4,0
1190,2,3,0,3,0,1,유산소 운동 전 동적 루틴 스트레칭,https://www.youtube.com/watch?v=ul0Vbv7uiHE,0
1191,2,3,0,3,0,2,짐볼에 엎드려서 팔 다리 들기,https://www.youtube.com/watch?v=FzxWC-OzyTw,0
1192,2,3,0,3,0,3,짐볼에 엎드려서 몸통 젖히기,https://www.youtube.com/watch?v=YJ7f2VhN2kU,0
1193,2,3,0,3,0,4,윗몸 말아 올리기,https://www.youtube.com/watch?v=nyks6HqG8G4,0
1194,2,3,0,3,0,5,누워서 다리 들어올리기,https://www.youtube.com/watch?v=-LLOH8DA8no,0
1195,2,3,0,3,2,1,자가근막이완술 루틴 스트레칭,https://www.youtube.com/watch?v=RyocWLWoRP0,0
1196,2,3,0,3,2,2,계단 두 칸씩 두발 뛰기,https://www.youtube.com/watch?v=7nBsd3WpMxA,0
1197,2,3,0,3,2,3,작은 공을 이용한 동적 루틴 스트레칭,https://www.youtube.com/watch?v=2oE97tmKR7k,0
1198,2,3,0,3,2,4,앞굽이 앉았다 일어서기,https://www.youtube.com/watch?v=rgKPttoiNJs,0
1199,2,3,0,3,2,5,연속 사이드 스쿼트,https://www.youtube.com/watch?v=n2lX8Dz__PU,0
1200,2,4,1,0,1,1,달리기,https://www.youtube.com/watch?v=fmtLoxbuflw,1
1201,2,4,1,0,1,2,허리 굽혀 팔 뒤로 들기,https://www.youtube.com/watch?v=A97Y_T0dAtA,0
1202,2,4,1,0,1,3,소파를 이용한 윗몸 올리기,https://www.youtube.com/watch?v=4oEQWLBxA0Y,0
1203,2,4,1,0,1,4,앉아서 팔꿈치 굽히기/펴기,https://www.youtube.com/watch?v=kkZgMGrxVD0,0
1204,2,4,1,0,1,5,계단 올라갔다 내려오기,https://www.youtube.com/watch?v=57-nxXG0U8I,0
1205,2,4,1,0,0,1,유산소 운동 전 동적 루틴 스트레칭,https://www.youtube.com/watch?v=ul0Vbv7uiHE,0
1206,2,4,1,0,0,2,짐볼 앉기 평형성 운동 루틴 프로그램,https://www.youtube.com/watch?v=1CTWSroJe3g,0
1207,2,4,1,0,0,3,탄력밴드 걸고 서기 평형성 운동 루틴 프로그램,https://www.youtube.com/watch?v=O_A6NiCY-uo,0
1208,2,4,1,0,0,4,베개 밟고 서기 루틴 프로그램,https://www.youtube.com/watch?v=mq-HZTkqEr4,0
1209,2,4,1,0,0,5,짐볼에 엎드려서 팔 다리 들기,https://www.youtube.com/watch?v=FzxWC-OzyTw,0
1210,2,4,1,0,2,1,자가근막이완술 루틴 스트레칭,https://www.youtube.com/watch?v=RyocWLWoRP0,0
1211,2,4,1,0,2,2,무릎 굽혀 원 그리기,https://www.youtube.com/watch?v=D6K8cstq2vA,0
1212,2,4,1,0,2,3,다리들어 옆으로 올리기,https://www.youtube.com/watch?v=ff6z_bS-75g,0
1213,2,4,1,0,2,4,짐볼을 이용한 동적 루틴 스트레칭,https://www.youtube.com/watch?v=8UpZdbYtgms,0
1214,2,4,1,0,2,5,등/어깨 뒤쪽 스트레칭,https://www.youtube.com/watch?v=tmZ87GjdId4,0
1215,2,4,1,1,1,1,달리기,https://www.youtube.com/watch?v=fmtLoxbuflw,1
1216,2,4,1,1,1,2,버피 운동,https://www.youtube.com/watch?v=Xp2UdgJ93_Q,0
1217,2,4,1,1,1,3,앉았다 일어서면서 점프하기,https://www.youtube.com/watch?v=uXanhxl2GM8,0
1218,2,4,1,1,1,4,앉아서 다리 펴기,https://www.youtube.com/watch?v=wXuoCjq_WAE,0
1219,2,4,1,1,1,5,앉아서 당겨 내리기,https://www.youtube.com/watch?v=i6xX-W_HD9M,0
1220,2,4,1,1,0,1,유산소 운동 전 동적 루틴 스트레칭,https://www.youtube.com/watch?v=ul0Vbv7uiHE,0
1221,2,4,1,1,0,2,트레드밀에서 걷기,https://www.youtube.com/watch?v=50UOtjMsGIs,0
1222,2,4,1,1,0,3,네발기기 자세로 팔 다리 들기,https://www.youtube.com/watch?v=N6Zvq4CiQhU,0
1223,2,4,1,1,0,4,옆으로 누워 버티기,https://www.youtube.com/watch?v=GZjyIs72fHY,0
1224,2,4,1,1,0,5,앉았다 일어서면서 점프하기,https://www.youtube.com/watch?v=uXanhxl2GM8,0
1225,2,4,1,1,2,1,자가근막이완술 루틴 스트레칭,https://www.youtube.com/watch?v=RyocWLWoRP0,0
1226,2,4,1,1,2,2,누워서 엉덩이 들어올리기,https://www.youtube.com/watch?v=DeKWQmqn5gs,0
1227,2,4,1,1,2,3,계단 뛰어 오르기,https://www.youtube.com/watch?v=U-x4nDdbz_g,0
1228,2,4,1,1,2,4,달리기,https://www.youtube.com/watch?v=fmtLoxbuflw,1
1229,2,4,1,1,2,5,팔 벌려 뛰기,https://www.youtube.com/watch?v=weBc5JQ__50,0
1230,2,4,1,2,1,1,달리기,https://www.youtube.com/watch?v=fmtLoxbuflw,1
1231,2,4,1,2,1,2,계단 뛰어 오르기,https://www.youtube.com/watch?v=U-x4nDdbz_g,0
1232,2,4,1,2,1,3,턱걸이,https://www.youtube.com/watch?v=wQcyTdAe3y0,0
1233,2,4,1,2,1,4,한발 앞으로 내밀고 앉았다 일어서기,https://www.youtube.com/watch?v=szyKFpBZ1_4,0
1234,2,4,1,2,1,5,윗몸 올리기,https://www.youtube.com/watch?v=Ch_KCMrLOKs,0
1235,2,4,1,2,0,1,유산소 운동 전 동적 루틴 스트레칭,https://www.youtube.com/watch?v=ul0Vbv7uiHE,0
1236,2,4,1,2,0,2,트레드밀에서 걷기,https://www.youtube.com/watch?v=50UOtjMsGIs,0
1237,2,4,1,2,0,3,짐볼에 엎드려서 팔 다리 들기,https://www.youtube.com/watch?v=FzxWC-OzyTw,0
1238,2,4,1,2,0,4,네발기기 자세로 팔 다리 들기,https://www.youtube.com/watch?v=N6Zvq4CiQhU,0
1239,2,4,1,2,0,5,짐볼에 엎드려서 몸통 젖히기,https://www.youtube.com/watch?v=YJ7f2VhN2kU,0
1240,2,4,1,2,2,1,자가근막이완술 루틴 스트레칭,https://www.youtube.com/watch?v=RyocWLWoRP0,0
1241,2,4,1,2,2,2,뒤꿈치 높이들어 뛰기,https://www.youtube.com/watch?v=3974cYTQiJk,1
1242,2,4,1,2,2,3,서서 발목 뒤로 당기기,https://www.youtube.com/watch?v=RYn1twwWtqM,0
1243,2,4,1,2,2,4,네발기기 자세에서 손바닥으로 바닥밀기,https://www.youtube.com/watch?v=S6tAqxd4QX0,0
1244,2,4,1,2,2,5,윗몸 말아 올리기,https://www.youtube.com/watch?v=nyks6HqG8G4,0
1245,2,4,1,3,1,1,달리기,https://www.youtube.com/watch?v=fmtLoxbuflw,1
1246,2,4,1,3,1,2,계단 올라갔다 내려오기,https://www.youtube.com/watch?v=57-nxXG0U8I,0
1247,2,4,1,3,1,3,소파를 이용한 윗몸 올리기,https://www.youtube.com/watch?v=4oEQWLBxA0Y,0
1248,2,4,1,3,1,4,서서 상체 일으키기,https://www.youtube.com/watch?v=QXbUTYL5Fy4,0
1249,2,4,1,3,1,5,한발 앞으로 내밀고 앉았다 일어서기,https://www.youtube.com/watch?v=szyKFpBZ1_4,0
1250,2,4,1,3,0,1,유산소 운동 전 동적 루틴 스트레칭,https://www.youtube.com/watch?v=ul0Vbv7uiHE,0
1251,2,4,1,3,0,2,짐볼에 엎드려서 팔 다리 들기,https://www.youtube.com/watch?v=FzxWC-OzyTw,0
1252,2,4,1,3,0,3,짐볼에 엎드려서 몸통 젖히기,https://www.youtube.com/watch?v=YJ7f2VhN2kU,0
1253,2,4,1,3,0,4,바벨 들어올리기,https://www.youtube.com/watch?v=qNo9jsmkfEM,0
1254,2,4,1,3,0,5,엎드려서 팔 다리 들기,https://www.youtube.com/watch?v=wz6Ju0mEu2c,0
1255,2,4,1,3,2,1,자가근막이완술 루틴 스트레칭,https://www.youtube.com/watch?v=RyocWLWoRP0,0
1256,2,4,1,3,2,2,짐볼을 이용한 동적 루틴 스트레칭,https://www.youtube.com/watch?v=8UpZdbYtgms,0
1257,2,4,1,3,2,3,서서 발목 뒤로 당기기,https://www.youtube.com/watch?v=RYn1twwWtqM,0
1258,2,4,1,3,2,4,작은 공을 이용한 동적 루틴 스트레칭,https://www.youtube.com/watch?v=2oE97tmKR7k,0
1259,2,4,1,3,2,5,뒤꿈치 높이들어 뛰기,https://www.youtube.com/watch?v=3974cYTQiJk,1
1260,2,4,0,0,1,1,달리기,https://www.youtube.com/watch?v=fmtLoxbuflw,1
1261,2,4,0,0,1,2,턱걸이,https://www.youtube.com/watch?v=wQcyTdAe3y0,0
1262,2,4,0,0,1,3,바벨 끌어당기기,https://www.youtube.com/watch?v=KVwdvNg-pnA,0
1263,2,4,0,0,1,4,앉아서 팔꿈치 굽히기/펴기,https://www.youtube.com/watch?v=kkZgMGrxVD0,0
1264,2,4,0,0,1,5,한발 앞으로 내밀고 앉았다 일어서기,https://www.youtube.com/watch?v=szyKFpBZ1_4,0
1265,2,4,0,0,0,1,유산소 운동 전 동적 루틴 스트레칭,https://www.youtube.com/watch?v=ul0Vbv7uiHE,0
1266,2,4,0,0,0,2,탄력밴드 걸고 서기 평형성 운동 루틴 프로그램,https://www.youtube.com/watch?v=O_A6NiCY-uo,0
1267,2,4,0,0,0,3,짐볼 앉기 평형성 운동 루틴 프로그램,https://www.youtube.com/watch?v=1CTWSroJe3g,0
1268,2,4,0,0,0,4,베개 밟고 서기 루틴 프로그램,https://www.youtube.com/watch?v=mq-HZTkqEr4,0
1269,2,4,0,0,0,5,짐볼에 엎드려서 팔 다리 들기,https://www.youtube.com/watch?v=FzxWC-OzyTw,0
1270,2,4,0,0,2,1,자가근막이완술 루틴 스트레칭,https://www.youtube.com/watch?v=RyocWLWoRP0,0
1271,2,4,0,0,2,2,시소우,https://www.youtube.com/watch?v=bGoseV7XdYg,0
1272,2,4,0,0,2,3,물고기 자세,https://www.youtube.com/watch?v=-FEkhKrOibI,0
1273,2,4,0,0,2,4,네발기기 자세에서 손바닥으로 바닥밀기,https://www.youtube.com/watch?v=S6tAqxd4QX0,0
1274,2,4,0,0,2,5,트레드밀에서 걷기,https://www.youtube.com/watch?v=50UOtjMsGIs,0
1275,2,4,0,1,1,1,달리기,https://www.youtube.com/watch?v=fmtLoxbuflw,1
1276,2,4,0,1,1,2,버피 운동,https://www.youtube.com/watch?v=Xp2UdgJ93_Q,0
1277,2,4,0,1,1,3,앉아서 다리 펴기,https://www.youtube.com/watch?v=wXuoCjq_WAE,0
1278,2,4,0,1,1,4,턱걸이,https://www.youtube.com/watch?v=wQcyTdAe3y0,0
1279,2,4,0,1,1,5,앉아서 당겨 내리기,https://www.youtube.com/watch?v=i6xX-W_HD9M,0
1280,2,4,0,1,0,1,유산소 운동 전 동적 루틴 스트레칭,https://www.youtube.com/watch?v=ul0Vbv7uiHE,0
1281,2,4,0,1,0,2,트레드밀에서 걷기,https://www.youtube.com/watch?v=50UOtjMsGIs,0
